MONTO,HORA,DEVICE_SCORE,LINEA_TC,INTERES_TC,DCTO,CASHBACK,IS_PRIME,FRAUDE,GENERO_F,GENERO_M,OS_WEB,OS_ANDROID,OS_OTHER,DIA_DE_LA_SEMANA_MONDAY,DIA_DE_LA_SEMANA_TUESDAY,DIA_DE_LA_SEMANA_WEDNESDAY,DIA_DE_LA_SEMANA_THURSDAY,DIA_DE_LA_SEMANA_FRIDAY,DIA_DE_LA_SEMANA_SATURDAY,DIA_DE_LA_SEMANA_SUNDAY,ESTABLECIMIENTO_RESTAURANTE,ESTABLECIMIENTO_ABARROTES,ESTABLECIMIENTO_SUPER,ESTABLECIMIENTO_MPAGO,ESTABLECIMIENTO_FARMACIA,ESTABLECIMIENTO_OTHER,CIUDAD_TOLUCA,CIUDAD_GUADALAJARA,CIUDAD_MERIDA,CIUDAD_MONTERREY,CIUDAD_OTHER,TIPO_TC_FSICA,TIPO_TC_VIRTUAL
52.78645622,5.0,4.0,33000.0,55.0,0.0,0.527864562,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
926.9413524,14.0,2.0,40000.0,50.0,0.0,18.53882705,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
863.5388676,13.0,2.0,78000.0,44.0,0.0,8.635388676,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
397.5952487,10.0,4.0,89000.0,63.0,39.75952487,3.578357239,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
610.4289722,6.0,3.0,43000.0,53.0,61.04289722,5.49386075,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
517.5618258,23.0,5.0,61000.0,55.0,0.0,5.175618258,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
120.9927597,23.0,4.0,80000.0,43.0,24.19855194,1.935884156,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
378.8235067,9.0,5.0,58000.0,62.0,37.88235067,6.81882312,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
974.6720137,1.0,1.0,43000.0,50.0,97.46720137,17.54409625,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
434.5718268,10.0,4.0,27000.0,48.0,43.45718268,3.911146441,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
14.96248485,3.0,4.0,92000.0,47.0,0.0,0.299249697,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
790.1354682,8.0,4.0,77000.0,43.0,0.0,7.901354682,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
246.1680578,21.0,1.0,29000.0,45.0,0.0,4.923361156,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
503.9721267,2.0,1.0,66000.0,39.0,0.0,5.039721267,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
477.1357444,7.0,3.0,33000.0,61.0,0.0,4.771357444,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
394.0344004,10.0,3.0,62000.0,37.0,0.0,3.940344004,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
380.502575,7.0,3.0,62000.0,39.0,0.0,7.610051501,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
176.4515056,17.0,1.0,66000.0,47.0,0.0,3.529030113,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1
604.1827079,3.0,5.0,64000.0,60.0,60.41827079,5.437644371,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
925.2524522,20.0,2.0,79000.0,49.0,0.0,18.50504904,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
799.0844939,8.0,3.0,73000.0,58.0,79.90844939,7.191760445,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
542.2977154,23.0,2.0,74000.0,54.0,0.0,5.422977154,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0
406.5430741,11.0,4.0,53000.0,59.0,0.0,8.130861483,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1
265.9284036,9.0,1.0,30000.0,53.0,0.0,5.318568072,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
209.6150229,19.0,5.0,96000.0,62.0,0.0,2.096150229,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
773.1598279,12.0,3.0,28000.0,34.0,0.0,15.46319656,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
488.9986911,1.0,2.0,84000.0,50.0,0.0,4.889986911,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
140.611155,4.0,2.0,91000.0,50.0,14.0611155,2.53100079,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
805.1625145,5.0,5.0,75000.0,37.0,0.0,8.051625145,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
830.4318753,6.0,4.0,99000.0,58.0,0.0,8.304318753,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
121.7101247,3.0,5.0,26000.0,34.0,12.17101247,1.095391122,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
206.0543494,19.0,3.0,38000.0,42.0,0.0,2.060543494,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
312.6316317,15.0,1.0,96000.0,34.0,31.26316317,2.813684685,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
929.4583792,22.0,2.0,53000.0,56.0,92.94583792,8.365125413,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
486.8504335,3.0,4.0,39000.0,40.0,0.0,9.73700867,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
57.18568484,2.0,5.0,69000.0,34.0,0.0,0.571856848,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
6.331853496,10.0,1.0,54000.0,38.0,0.63318535,0.113973363,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1
994.0262226,11.0,4.0,36000.0,50.0,0.0,9.940262226,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
468.7958305,16.0,1.0,88000.0,55.0,0.0,9.37591661,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
401.7295471,16.0,5.0,69000.0,61.0,0.0,8.034590941,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
485.4512355,10.0,4.0,62000.0,37.0,0.0,4.854512355,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
43.06256908,1.0,4.0,93000.0,33.0,0.0,0.430625691,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
75.84871248,22.0,1.0,70000.0,36.0,0.0,0.758487125,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
896.4198731,12.0,4.0,26000.0,43.0,89.64198731,8.067778858,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
467.654863,7.0,2.0,49000.0,48.0,0.0,4.67654863,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
635.9608322,21.0,2.0,95000.0,56.0,0.0,6.359608322,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
109.115564,23.0,3.0,61000.0,49.0,0.0,1.09115564,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
383.1391631,6.0,5.0,62000.0,52.0,0.0,7.662783263,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
34.97126644,2.0,5.0,31000.0,44.0,0.0,0.349712664,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
906.0822465,5.0,3.0,99000.0,43.0,0.0,9.060822465,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
897.9814188,22.0,2.0,99000.0,34.0,0.0,8.979814188,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
984.816585,21.0,2.0,46000.0,35.0,0.0,19.6963317,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
169.3646718,22.0,2.0,50000.0,52.0,0.0,3.387293435,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
135.2280663,3.0,1.0,43000.0,38.0,0.0,1.352280663,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
926.4427118,12.0,4.0,82000.0,49.0,0.0,9.264427118,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
418.8435853,12.0,4.0,26000.0,51.0,0.0,8.376871706,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
142.1666584,8.0,1.0,67000.0,58.0,0.0,2.843333169,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
495.3018323,6.0,3.0,49000.0,35.0,0.0,4.953018323,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
41.35316171,22.0,3.0,86000.0,60.0,0.0,0.827063234,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
649.1993958,21.0,4.0,50000.0,34.0,0.0,6.491993958,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
637.4053064,23.0,2.0,51000.0,54.0,0.0,6.374053064,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
471.6577427,13.0,2.0,74000.0,61.0,0.0,4.716577427,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
820.5666748,2.0,3.0,76000.0,48.0,82.05666748,7.385100073,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
62.68417499,9.0,3.0,29000.0,45.0,0.0,0.62684175,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
25.24334394,12.0,4.0,92000.0,45.0,0.0,0.252433439,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
142.8312891,19.0,3.0,42000.0,64.0,0.0,2.856625782,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
207.156916,18.0,1.0,25000.0,39.0,20.7156916,1.864412244,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0
431.7958512,11.0,1.0,77000.0,36.0,0.0,8.635917024,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
0.191099052,6.0,5.0,96000.0,48.0,0.0,0.001910991,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
256.5571163,14.0,2.0,69000.0,55.0,0.0,5.131142326,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
469.3187265,23.0,3.0,70000.0,34.0,0.0,4.693187265,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
602.6710797,7.0,3.0,97000.0,58.0,0.0,6.026710797,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
940.4769053,18.0,4.0,81000.0,32.0,0.0,9.404769053,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
197.0118314,11.0,3.0,93000.0,37.0,0.0,1.970118314,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
184.5229859,15.0,3.0,35000.0,50.0,18.45229859,3.321413746,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
