MONTO,HORA,DEVICE_SCORE,LINEA_TC,INTERES_TC,DCTO,CASHBACK,IS_PRIME,GENERO_F,GENERO_M,OS_WEB,OS_ANDROID,OS_OTHER,DIA_DE_LA_SEMANA_MONDAY,DIA_DE_LA_SEMANA_TUESDAY,DIA_DE_LA_SEMANA_WEDNESDAY,DIA_DE_LA_SEMANA_THURSDAY,DIA_DE_LA_SEMANA_FRIDAY,DIA_DE_LA_SEMANA_SATURDAY,DIA_DE_LA_SEMANA_SUNDAY,ESTABLECIMIENTO_RESTAURANTE,ESTABLECIMIENTO_ABARROTES,ESTABLECIMIENTO_SUPER,ESTABLECIMIENTO_MPAGO,ESTABLECIMIENTO_FARMACIA,ESTABLECIMIENTO_OTHER,CIUDAD_TOLUCA,CIUDAD_GUADALAJARA,CIUDAD_MERIDA,CIUDAD_MONTERREY,CIUDAD_OTHER,TIPO_TC_FSICA,TIPO_TC_VIRTUAL,REAL_LABEL,PREDICTED_FRAUD_SCORE,PREDICTED_FRAUD_LABEL
464.1263585,11.0,2.0,69000.0,60.0,0.0,4.641263585,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0.23720568,0
366.1014934,15.0,4.0,38000.0,61.0,36.61014934,3.294913441,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.25487608,0
530.5515595,9.0,2.0,72000.0,61.0,53.05515595,4.774964036,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.13361347,0
834.7739365,3.0,5.0,49000.0,64.0,0.0,8.347739365,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.11367804,0
702.3480905,2.0,1.0,29000.0,36.0,0.0,7.023480905,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.19557093,0
684.4702867,9.0,1.0,67000.0,42.0,68.44702867,6.16023258,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.19494914,0
737.7623396,23.0,1.0,29000.0,38.0,0.0,7.377623396,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.21484847,0
1.228273564,9.0,5.0,99000.0,56.0,0.0,0.012282736,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.20918928,0
237.3767023,10.0,5.0,76000.0,42.0,0.0,4.747534047,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0.056976795,0
582.6184414,4.0,5.0,51000.0,42.0,0.0,11.65236883,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.15841104,0
285.6573338,13.0,5.0,31000.0,57.0,57.13146676,2.28525867,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.10119039,0
39.82711212,5.0,5.0,65000.0,51.0,3.982711212,0.358444009,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0.13484286,0
201.8590586,22.0,4.0,63000.0,39.0,0.0,2.018590586,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.19692294,0
174.9576683,6.0,3.0,89000.0,57.0,0.0,3.499153365,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.3742258,0
535.3560669,11.0,5.0,85000.0,35.0,0.0,10.70712134,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.20043816,0
153.5838201,21.0,2.0,99000.0,61.0,0.0,1.535838201,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.24600919,0
256.8233779,4.0,2.0,75000.0,41.0,0.0,5.136467558,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0.13786675,0
815.7400939,5.0,3.0,80000.0,49.0,0.0,16.31480188,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.20806105,0
564.0899815,11.0,1.0,84000.0,60.0,0.0,11.28179963,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0.09301188,0
816.582141,21.0,2.0,64000.0,36.0,0.0,8.16582141,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.2835297,0
155.4009887,4.0,2.0,76000.0,46.0,0.0,3.108019773,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0.08525748,0
578.2024551,14.0,1.0,87000.0,35.0,0.0,5.782024551,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.15490463,0
311.1300863,2.0,1.0,81000.0,54.0,31.11300863,2.800170777,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.1682224,0
601.8045226,18.0,1.0,52000.0,62.0,0.0,12.03609045,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.05945763,0
953.3429274,8.0,5.0,29000.0,49.0,95.33429274,8.580086347,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.13899346,0
936.1564626,22.0,1.0,27000.0,51.0,0.0,18.72312925,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.10420038,0
838.2135262,10.0,5.0,88000.0,64.0,0.0,8.382135262,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.35365018,0
958.1406928,20.0,2.0,49000.0,62.0,0.0,9.581406928,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0.14403251,0
781.9162462,1.0,4.0,60000.0,51.0,0.0,7.819162462,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.15740205,0
424.7458114,10.0,3.0,60000.0,43.0,0.0,4.247458114,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.19150786,0
393.7421465,16.0,3.0,59000.0,38.0,78.74842929,6.299874343,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.16447073,0
571.0783686,15.0,5.0,80000.0,55.0,0.0,11.42156737,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.27058336,0
203.1756157,16.0,5.0,85000.0,59.0,0.0,4.063512315,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.22060037,0
86.57011637,13.0,1.0,28000.0,42.0,0.0,1.731402327,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0.18246962,0
889.7700215,7.0,1.0,62000.0,35.0,0.0,17.79540043,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.47431967,1
315.9024421,14.0,5.0,28000.0,61.0,0.0,3.159024421,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0.10114757,0
478.8856711,20.0,5.0,91000.0,45.0,0.0,9.577713422,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.11385066,0
985.907925,1.0,4.0,95000.0,50.0,0.0,9.85907925,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.17139761,0
457.6889902,7.0,5.0,39000.0,51.0,0.0,9.153779804,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.1858499,0
615.0224522,17.0,3.0,33000.0,34.0,0.0,12.30044904,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0.22937116,0
583.5947186,14.0,1.0,78000.0,59.0,0.0,5.835947186,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.28996265,0
103.0592567,7.0,1.0,64000.0,34.0,0.0,1.030592567,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.3109117,0
92.26840733,10.0,1.0,56000.0,49.0,9.226840733,0.830415666,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.31800658,0
815.5124212,5.0,4.0,68000.0,44.0,0.0,8.155124212,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.1289051,0
312.8270551,19.0,2.0,70000.0,58.0,0.0,3.128270551,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.18418029,0
37.53087816,8.0,2.0,98000.0,63.0,3.753087816,0.337777903,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.14327243,0
706.892847,1.0,2.0,82000.0,58.0,70.6892847,6.362035623,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0.12672918,0
129.6825122,1.0,4.0,54000.0,33.0,12.96825122,1.167142609,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0.22050783,0
318.152965,12.0,2.0,29000.0,50.0,0.0,3.18152965,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.16170003,0
533.7783157,7.0,2.0,90000.0,42.0,0.0,5.337783157,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.1772547,0
279.6362523,3.0,4.0,32000.0,60.0,55.92725047,2.237090019,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.11072143,0
45.87431583,4.0,5.0,70000.0,42.0,0.0,0.917486317,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.074810594,0
290.4728801,18.0,4.0,51000.0,40.0,0.0,2.904728801,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.28133532,0
991.0142661,19.0,1.0,99000.0,48.0,198.2028532,15.85622826,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.49001408,1
130.1501905,14.0,2.0,32000.0,45.0,13.01501905,1.171351715,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.20508143,0
762.5927421,13.0,4.0,51000.0,57.0,0.0,7.625927421,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.408521,0
870.8704723,12.0,4.0,78000.0,37.0,0.0,8.708704723,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.2577894,0
711.5369215,18.0,1.0,76000.0,42.0,71.15369215,12.80766459,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.39806083,0
894.7754873,22.0,5.0,82000.0,51.0,0.0,8.947754873,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.3382049,0
52.78645622,5.0,4.0,33000.0,55.0,0.0,0.527864562,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.21995634,0
926.9413524,14.0,2.0,40000.0,50.0,0.0,18.53882705,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.33622336,0
863.5388676,13.0,2.0,78000.0,44.0,0.0,8.635388676,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.023226656,0
397.5952487,10.0,4.0,89000.0,63.0,39.75952487,3.578357239,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0.4187492,0
610.4289722,6.0,3.0,43000.0,53.0,61.04289722,5.49386075,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0.17885402,0
517.5618258,23.0,5.0,61000.0,55.0,0.0,5.175618258,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.07920876,0
120.9927597,23.0,4.0,80000.0,43.0,24.19855194,1.935884156,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.26558092,0
378.8235067,9.0,5.0,58000.0,62.0,37.88235067,6.81882312,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.13488099,0
974.6720137,1.0,1.0,43000.0,50.0,97.46720137,17.54409625,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.19213969,0
434.5718268,10.0,4.0,27000.0,48.0,43.45718268,3.911146441,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.28564614,0
14.96248485,3.0,4.0,92000.0,47.0,0.0,0.299249697,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.15181847,0
790.1354682,8.0,4.0,77000.0,43.0,0.0,7.901354682,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.1735196,0
246.1680578,21.0,1.0,29000.0,45.0,0.0,4.923361156,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0.058501627,0
503.9721267,2.0,1.0,66000.0,39.0,0.0,5.039721267,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.19561031,0
477.1357444,7.0,3.0,33000.0,61.0,0.0,4.771357444,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.063462175,0
394.0344004,10.0,3.0,62000.0,37.0,0.0,3.940344004,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.21868664,0
380.502575,7.0,3.0,62000.0,39.0,0.0,7.610051501,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.055842247,0
176.4515056,17.0,1.0,66000.0,47.0,0.0,3.529030113,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0.16104352,0
604.1827079,3.0,5.0,64000.0,60.0,60.41827079,5.437644371,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0.33569348,0
925.2524522,20.0,2.0,79000.0,49.0,0.0,18.50504904,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0.20936255,0
799.0844939,8.0,3.0,73000.0,58.0,79.90844939,7.191760445,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.2191878,0
542.2977154,23.0,2.0,74000.0,54.0,0.0,5.422977154,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.1624011,0
406.5430741,11.0,4.0,53000.0,59.0,0.0,8.130861483,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.21834543,0
265.9284036,9.0,1.0,30000.0,53.0,0.0,5.318568072,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.23633833,0
209.6150229,19.0,5.0,96000.0,62.0,0.0,2.096150229,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0.3110111,0
773.1598279,12.0,3.0,28000.0,34.0,0.0,15.46319656,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.13241212,0
488.9986911,1.0,2.0,84000.0,50.0,0.0,4.889986911,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.16978858,0
140.611155,4.0,2.0,91000.0,50.0,14.0611155,2.53100079,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0.28323418,0
805.1625145,5.0,5.0,75000.0,37.0,0.0,8.051625145,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.37313217,0
830.4318753,6.0,4.0,99000.0,58.0,0.0,8.304318753,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.14106803,0
121.7101247,3.0,5.0,26000.0,34.0,12.17101247,1.095391122,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.19756413,0
206.0543494,19.0,3.0,38000.0,42.0,0.0,2.060543494,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.108285956,0
312.6316317,15.0,1.0,96000.0,34.0,31.26316317,2.813684685,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.17046975,0
929.4583792,22.0,2.0,53000.0,56.0,92.94583792,8.365125413,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0.2056882,0
486.8504335,3.0,4.0,39000.0,40.0,0.0,9.73700867,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0.17088686,0
57.18568484,2.0,5.0,69000.0,34.0,0.0,0.571856848,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0.20652501,0
6.331853496,10.0,1.0,54000.0,38.0,0.63318535,0.113973363,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0.26583812,0
994.0262226,11.0,4.0,36000.0,50.0,0.0,9.940262226,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.21521413,0
468.7958305,16.0,1.0,88000.0,55.0,0.0,9.37591661,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0.35253072,0
401.7295471,16.0,5.0,69000.0,61.0,0.0,8.034590941,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.09147487,0
485.4512355,10.0,4.0,62000.0,37.0,0.0,4.854512355,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0.2078753,0
43.06256908,1.0,4.0,93000.0,33.0,0.0,0.430625691,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0.19342841,0
75.84871248,22.0,1.0,70000.0,36.0,0.0,0.758487125,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.29844457,0
896.4198731,12.0,4.0,26000.0,43.0,89.64198731,8.067778858,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0.13912815,0
467.654863,7.0,2.0,49000.0,48.0,0.0,4.67654863,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0.20961331,0
635.9608322,21.0,2.0,95000.0,56.0,0.0,6.359608322,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0.23962916,0
109.115564,23.0,3.0,61000.0,49.0,0.0,1.09115564,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0.54642725,1
383.1391631,6.0,5.0,62000.0,52.0,0.0,7.662783263,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.14164342,0
34.97126644,2.0,5.0,31000.0,44.0,0.0,0.349712664,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.110210076,0
906.0822465,5.0,3.0,99000.0,43.0,0.0,9.060822465,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.17605963,0
897.9814188,22.0,2.0,99000.0,34.0,0.0,8.979814188,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.17503422,0
984.816585,21.0,2.0,46000.0,35.0,0.0,19.6963317,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0.22834256,0
169.3646718,22.0,2.0,50000.0,52.0,0.0,3.387293435,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.14200827,0
135.2280663,3.0,1.0,43000.0,38.0,0.0,1.352280663,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0.16273716,0
926.4427118,12.0,4.0,82000.0,49.0,0.0,9.264427118,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0.07510676,0
418.8435853,12.0,4.0,26000.0,51.0,0.0,8.376871706,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0.1415016,0
142.1666584,8.0,1.0,67000.0,58.0,0.0,2.843333169,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0.25330558,0
495.3018323,6.0,3.0,49000.0,35.0,0.0,4.953018323,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0.16770409,0
41.35316171,22.0,3.0,86000.0,60.0,0.0,0.827063234,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.45566493,1
649.1993958,21.0,4.0,50000.0,34.0,0.0,6.491993958,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.20054317,0
637.4053064,23.0,2.0,51000.0,54.0,0.0,6.374053064,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0.3200604,0
