ID_USER,GENERO,MONTO,FECHA,HORA,ESTABLECIMIENTO,CIUDAD,TIPO_TC,LINEA_TC,INTERES_TC,STATUS_TXN,IS_PRIME,DCTO,CASHBACK,FRAUDE,DIA_DE_LA_SEMANA,MODEL,DEVICE_SCORE,OS
41,M,606.759343,2020-01-27,12,Farmacia,,Fsica,61000,55,Aceptada,False,60.6759343,5.460834087,0,Monday,2020,2,","
41,M,866.5377655,2020-01-26,1,,,Virtual,61000,55,Aceptada,False,0.0,17.33075531,0,Sunday,2020,5,WEB
43,M,805.7808309,2020-01-25,7,Super,Merida,Fsica,55000,34,Aceptada,False,80.57808309,7.252027478,0,Saturday,2020,2,","
44,F,948.4727966,2020-01-26,10,Farmacia,Guadalajara,Fsica,50000,51,Aceptada,False,94.84727966,8.53625517,0,Sunday,2020,5,","
44,F,170.1611513,2020-01-28,1,MPago,Guadalajara,Fsica,50000,51,Aceptada,False,0.0,1.701611513,0,Tuesday,2020,1,","
44,F,569.1663273,2020-01-29,7,Restaurante,Guadalajara,Fsica,50000,51,Rechazada,False,0.0,5.691663273,0,Wednesday,2020,4,","
44,F,815.4154487,2020-01-29,12,Farmacia,Guadalajara,Fsica,50000,51,Aceptada,False,81.54154487,7.338739038,0,Wednesday,2020,1,","
44,F,654.516704,2020-01-23,18,,Guadalajara,Fsica,50000,51,Aceptada,False,0.0,6.54516704,0,Thursday,2020,2,ANDROID
45,M,324.1249093,2020-01-29,22,Restaurante,Guadalajara,Fsica,86000,42,Aceptada,False,0.0,3.241249093,0,Wednesday,2020,1,%%
45,M,552.5918545,2020-01-26,2,Restaurante,Guadalajara,Virtual,86000,42,Aceptada,False,0.0,11.05183709,0,Sunday,2020,3,","
46,F,444.2952257,2020-01-23,23,,,Fsica,35000,64,Aceptada,True,0.0,4.442952257,0,Thursday,2020,3,%%
46,F,666.089443,2020-01-25,13,,,Fsica,35000,64,Aceptada,True,0.0,6.66089443,0,Saturday,2020,5,WEB
46,F,421.5537278,2020-01-26,13,Super,,Fsica,35000,64,Aceptada,True,42.15537278,3.793983551,0,Sunday,2020,2,%%
47,M,176.5372163,2020-01-30,15,,Merida,Virtual,66000,44,Rechazada,False,0.0,3.530744326,0,Thursday,2020,5,","
47,M,250.0788794,2020-01-26,13,Restaurante,Merida,Fsica,66000,44,Aceptada,False,25.00788794,2.250709914,0,Sunday,2020,3,","
48,--,3.729735372,2020-01-30,19,Abarrotes,Guadalajara,Virtual,25000,58,En proceso,False,0.0,0.074594707,0,Thursday,2020,5,","
48,--,51.27319216,2020-01-23,8,Abarrotes,Guadalajara,Fsica,25000,58,Aceptada,False,0.0,0.512731922,0,Thursday,2020,4,%%
48,--,572.3347184,2020-01-30,23,Farmacia,Guadalajara,Virtual,25000,58,Aceptada,False,0.0,11.44669437,0,Thursday,2020,3,%%
49,F,896.0353666,2020-01-25,13,Abarrotes,Monterrey,Fsica,58000,52,Aceptada,False,89.60353666,8.064318299,0,Saturday,2020,1,WEB
49,F,535.5917698,2020-01-29,18,MPago,Monterrey,Fsica,58000,52,Aceptada,False,53.55917698,4.820325928,0,Wednesday,2020,1,%%
49,F,850.3805078,2020-01-28,8,Super,Monterrey,Virtual,58000,52,Aceptada,False,0.0,17.00761016,0,Tuesday,2020,5,%%
49,F,83.9870412,2020-01-25,10,Restaurante,Monterrey,Fsica,58000,52,Aceptada,False,8.39870412,0.755883371,0,Saturday,2020,1,","
50,F,894.4445156,2020-01-30,4,Super,,Fsica,41000,47,Aceptada,True,0.0,8.944445156,1,Thursday,2020,5,WEB
50,F,263.36297,2020-01-25,5,Abarrotes,,Fsica,41000,47,Aceptada,True,0.0,2.6336297,0,Saturday,2020,5,","
52,M,75.98831829,2020-01-26,5,Super,Merida,Fsica,27000,42,Rechazada,False,15.19766366,0.607906546,0,Sunday,2020,4,%%
53,M,234.6306772,2020-01-28,20,Restaurante,Monterrey,Virtual,34000,58,Rechazada,False,23.46306772,4.223352189,0,Tuesday,2020,5,","
53,M,301.1755238,2020-01-23,6,Farmacia,Monterrey,Virtual,34000,58,Aceptada,False,30.11755238,5.421159428,0,Thursday,2020,5,WEB
53,M,991.5091077,2020-01-30,4,,Monterrey,Fsica,34000,58,En proceso,False,0.0,9.915091077,0,Thursday,2020,2,","
54,M,662.994544,2020-01-23,1,Super,Guadalajara,Fsica,35000,40,Aceptada,False,0.0,6.62994544,0,Thursday,2020,3,ANDROID
54,M,748.61692,2020-01-26,13,Restaurante,Guadalajara,Fsica,35000,40,Aceptada,False,0.0,7.4861692,0,Sunday,2020,4,WEB
54,M,216.2158893,2020-01-30,13,,Guadalajara,Fsica,35000,40,Aceptada,False,21.62158893,1.945943003,0,Thursday,2020,3,ANDROID
55,M,959.6227132,2020-01-24,20,,,Virtual,60000,56,Aceptada,False,0.0,19.19245426,0,Friday,2020,3,ANDROID
55,M,910.8174324,2020-01-29,4,,,Virtual,60000,56,Aceptada,False,0.0,18.21634865,0,Wednesday,2020,1,%%
56,F,512.2681023,2020-01-24,15,,,Fsica,30000,57,En proceso,False,0.0,5.122681023,0,Friday,2020,5,WEB
57,M,237.4017074,2020-01-23,18,,,Fsica,57000,64,Aceptada,False,0.0,2.374017074,0,Thursday,2020,3,WEB
57,M,829.1438883,2020-01-30,6,,,Fsica,57000,64,Aceptada,False,0.0,8.291438883,0,Thursday,2020,3,","
57,M,385.9809949,2020-01-26,2,Super,,Virtual,57000,64,En proceso,False,0.0,7.719619899,0,Sunday,2020,5,WEB
57,M,945.2904854,2020-01-23,4,MPago,,Virtual,57000,64,Aceptada,False,0.0,18.90580971,0,Thursday,2020,2,ANDROID
58,M,48.72496971,2020-01-28,13,,Merida,Fsica,63000,45,Aceptada,False,0.0,0.487249697,0,Tuesday,2020,3,WEB
61,F,306.5077989,2020-01-28,12,Super,Guadalajara,Fsica,99000,49,Aceptada,False,0.0,3.065077989,0,Tuesday,2020,2,","
61,F,629.8520067,2020-01-24,6,,Guadalajara,Fsica,99000,49,Aceptada,False,62.98520067,5.668668061,0,Friday,2020,3,%%
61,F,327.3318311,2020-01-25,5,Abarrotes,Guadalajara,Virtual,99000,49,En proceso,False,0.0,6.546636623,0,Saturday,2020,3,ANDROID
62,F,471.1105844,2020-01-30,5,Abarrotes,Monterrey,Virtual,84000,50,Aceptada,False,0.0,9.422211687,0,Thursday,2020,5,ANDROID
62,F,926.0562639,2020-01-29,4,,Monterrey,Fsica,84000,50,Rechazada,False,0.0,9.260562639,0,Wednesday,2020,3,ANDROID
62,F,268.1614537,2020-01-29,6,,Monterrey,Fsica,84000,50,Aceptada,False,0.0,2.681614537,0,Wednesday,2020,1,","
62,F,691.3260924,2020-01-29,6,,Monterrey,Fsica,84000,50,Aceptada,False,0.0,6.913260924,0,Wednesday,2020,3,ANDROID
62,F,426.0129786,2020-01-23,2,Abarrotes,Monterrey,Virtual,84000,50,Aceptada,False,0.0,8.520259571,0,Thursday,2020,1,%%
64,M,384.6066229,2020-01-27,20,Abarrotes,Monterrey,Virtual,40000,41,Rechazada,False,0.0,7.692132458,0,Monday,2020,3,ANDROID
64,M,428.8577326,2020-01-24,22,MPago,Monterrey,Fsica,40000,41,Aceptada,False,42.88577326,3.859719593,0,Friday,2020,5,","
65,F,327.2814108,2020-01-30,7,Super,Guadalajara,Virtual,49000,51,Aceptada,False,0.0,6.545628215,0,Thursday,2020,5,WEB
65,F,866.7562319,2020-01-25,11,MPago,Guadalajara,Fsica,49000,51,Aceptada,False,0.0,8.667562319,0,Saturday,2020,3,ANDROID
65,F,300.4324826,2020-01-23,1,,Guadalajara,Fsica,49000,51,Aceptada,False,0.0,3.004324826,0,Thursday,2020,3,%%
66,F,912.9827458,2020-01-27,14,Super,,Virtual,30000,55,Aceptada,False,0.0,18.25965492,0,Monday,2020,1,%%
67,M,551.5674751,2020-01-30,1,,Toluca,Fsica,96000,41,Aceptada,True,0.0,5.515674751,0,Thursday,2020,2,WEB
69,F,780.2047732,2020-01-23,9,Farmacia,Guadalajara,Virtual,72000,62,Aceptada,False,78.02047732,14.04368592,0,Thursday,2020,2,","
70,M,999.8092311,2020-01-24,1,Abarrotes,Toluca,Fsica,84000,57,Aceptada,False,0.0,9.998092311,0,Friday,2020,1,WEB
71,M,97.65414933,2020-01-25,14,Abarrotes,Toluca,Fsica,41000,42,Rechazada,False,0.0,0.976541493,0,Saturday,2020,3,","
71,M,912.2032259,2020-01-23,4,Restaurante,Toluca,Virtual,41000,42,Aceptada,False,0.0,18.24406452,0,Thursday,2020,2,WEB
71,M,832.5835604,2020-01-30,14,MPago,Toluca,Fsica,41000,42,Rechazada,False,0.0,8.325835604,0,Thursday,2020,4,","
71,M,131.8911963,2020-01-29,4,Super,Toluca,Virtual,41000,42,Aceptada,False,0.0,2.637823926,0,Wednesday,2020,4,%%
71,M,170.3789247,2020-01-28,23,,Toluca,Fsica,41000,42,Aceptada,False,0.0,1.703789247,0,Tuesday,2020,1,","
71,M,388.3172146,2020-01-24,3,,Toluca,Virtual,41000,42,Aceptada,False,0.0,7.766344292,0,Friday,2020,4,%%
74,F,239.7876302,2020-01-23,7,Super,Toluca,Fsica,43000,38,Aceptada,False,0.0,2.397876302,0,Thursday,2020,2,WEB
74,F,145.6512232,2020-01-27,15,Farmacia,Toluca,Fsica,43000,38,En proceso,False,0.0,1.456512232,0,Monday,2020,2,WEB
74,F,619.9794674,2020-01-29,19,Farmacia,Toluca,Virtual,43000,38,Aceptada,False,123.9958935,9.919671479,0,Wednesday,2020,2,WEB
74,F,100.0152171,2020-01-28,18,,Toluca,Fsica,43000,38,Rechazada,False,0.0,1.000152171,0,Tuesday,2020,5,ANDROID
78,F,422.5069894,2020-01-29,10,MPago,Monterrey,Fsica,51000,32,Rechazada,False,0.0,4.225069894,0,Wednesday,2020,4,%%
80,F,112.6073886,2020-01-30,17,Abarrotes,Merida,Fsica,66000,63,Aceptada,False,0.0,1.126073886,0,Thursday,2020,3,WEB
80,F,609.1789632,2020-01-26,8,,Merida,Fsica,66000,63,Aceptada,False,60.91789632,5.482610669,0,Sunday,2020,2,","
81,F,967.9241035,2020-01-27,14,Restaurante,,Fsica,84000,60,Rechazada,False,0.0,9.679241035,0,Monday,2020,1,%%
81,F,150.5897909,2020-01-23,9,Farmacia,,Fsica,84000,60,Aceptada,False,15.05897909,1.355308118,0,Thursday,2020,2,","
81,F,889.3023743,2020-01-26,14,Restaurante,,Virtual,84000,60,Aceptada,False,0.0,17.78604749,0,Sunday,2020,3,WEB
83,M,989.5057993,2020-01-30,13,Abarrotes,Merida,Virtual,81000,46,Aceptada,False,0.0,19.79011599,0,Thursday,2020,1,%%
83,M,547.4112827,2020-01-29,21,Super,Merida,Fsica,81000,46,Aceptada,False,54.74112827,4.926701545,0,Wednesday,2020,4,","
84,M,111.1819548,2020-01-27,2,Farmacia,Merida,Fsica,86000,61,Rechazada,True,0.0,1.111819548,0,Monday,2020,1,","
84,M,548.4479781,2020-01-24,19,,Merida,Virtual,86000,61,En proceso,True,0.0,10.96895956,0,Friday,2020,2,ANDROID
85,M,141.5075834,2020-01-26,23,Restaurante,,Fsica,98000,47,Aceptada,False,14.15075834,1.273568251,0,Sunday,2020,3,ANDROID
87,F,323.2067818,2020-01-24,7,Abarrotes,,Fsica,76000,42,Rechazada,False,32.32067818,2.908861037,1,Friday,2020,3,ANDROID
88,M,829.9143525,2020-01-25,5,Restaurante,,Virtual,72000,49,En proceso,False,0.0,16.59828705,0,Saturday,2020,1,ANDROID
88,M,426.943902,2020-01-30,3,Abarrotes,,Fsica,72000,49,Rechazada,False,0.0,4.26943902,0,Thursday,2020,5,ANDROID
89,F,11.91226948,2020-01-30,10,MPago,,Fsica,53000,35,Aceptada,False,0.0,0.119122695,0,Thursday,2020,2,WEB
89,F,938.8430779,2020-01-27,10,,,Fsica,53000,35,Aceptada,False,93.88430779,8.449587701,0,Monday,2020,2,%%
89,F,308.7129376,2020-01-27,9,,,Fsica,53000,35,Aceptada,False,0.0,3.087129376,0,Monday,2020,3,ANDROID
91,M,85.75420013,2020-01-24,11,Restaurante,,Virtual,82000,41,Aceptada,True,8.575420013,1.543575602,0,Friday,2020,5,WEB
91,M,456.6730481,2020-01-28,4,,,Fsica,82000,41,Aceptada,True,45.66730481,4.110057433,0,Tuesday,2020,4,WEB
91,M,880.9922436,2020-01-26,6,,,Fsica,82000,41,Aceptada,True,0.0,8.809922436,0,Sunday,2020,1,WEB
91,M,77.93564754,2020-01-26,1,,,Fsica,82000,41,Aceptada,True,0.0,0.779356475,0,Sunday,2020,5,%%
91,M,437.2638093,2020-01-23,16,,,Virtual,82000,41,Aceptada,True,0.0,8.745276187,0,Thursday,2020,1,%%
91,M,291.0063977,2020-01-30,8,MPago,,Virtual,82000,41,Aceptada,True,0.0,5.820127955,0,Thursday,2020,4,WEB
93,F,284.9492095,2020-01-29,6,Restaurante,,Virtual,87000,49,Rechazada,False,0.0,5.69898419,0,Wednesday,2020,3,","
93,F,74.84968281,2020-01-30,15,,,Virtual,87000,49,Aceptada,False,0.0,1.496993656,0,Thursday,2020,1,WEB
93,F,273.5970442,2020-01-24,4,MPago,,Virtual,87000,49,Aceptada,False,0.0,5.471940884,0,Friday,2020,1,","
93,F,466.4161375,2020-01-23,12,,,Virtual,87000,49,Aceptada,False,0.0,9.328322749,0,Thursday,2020,4,ANDROID
94,F,174.7331215,2020-01-28,17,Super,Toluca,Fsica,74000,42,Rechazada,True,0.0,1.747331215,0,Tuesday,2020,5,ANDROID
94,F,516.0308798,2020-01-24,22,Super,Toluca,Fsica,74000,42,Aceptada,True,51.60308798,4.644277918,0,Friday,2020,4,WEB
94,F,144.2889342,2020-01-29,18,Abarrotes,Toluca,Fsica,74000,42,Aceptada,True,0.0,1.442889342,0,Wednesday,2020,2,ANDROID
95,M,90.4159408,2020-01-26,3,,,Fsica,25000,52,Rechazada,False,9.04159408,0.813743467,0,Sunday,2020,2,ANDROID
95,M,238.2060358,2020-01-26,1,Super,,Fsica,25000,52,Aceptada,False,23.82060358,2.143854322,0,Sunday,2020,2,WEB
95,M,706.7098387,2020-01-26,13,MPago,,Fsica,25000,52,Aceptada,False,70.67098387,6.360388549,0,Sunday,2020,4,WEB
95,M,194.474538,2020-01-28,17,Farmacia,,Virtual,25000,52,Aceptada,False,0.0,3.889490761,0,Tuesday,2020,5,","
96,F,53.76545436,2020-01-27,6,,Monterrey,Fsica,64000,41,Rechazada,False,5.376545436,0.483889089,0,Monday,2020,4,ANDROID
96,F,684.4270703,2020-01-29,8,,Monterrey,Fsica,64000,41,Aceptada,False,136.8854141,5.475416563,0,Wednesday,2020,5,","
99,F,747.0688608,2020-01-29,22,MPago,Toluca,Fsica,50000,35,En proceso,False,0.0,7.470688608,0,Wednesday,2020,3,WEB
99,F,458.7838224,2020-01-29,8,,Toluca,Fsica,50000,35,En proceso,False,0.0,4.587838224,0,Wednesday,2020,5,WEB
99,F,728.2690185,2020-01-26,5,Abarrotes,Toluca,Fsica,50000,35,Aceptada,False,0.0,7.282690185,0,Sunday,2020,1,WEB
100,--,756.0101711,2020-01-29,13,Abarrotes,,Virtual,98000,43,Aceptada,False,0.0,15.12020342,0,Wednesday,2020,4,%%
100,--,970.9624025,2020-01-27,1,Super,,Fsica,98000,43,En proceso,False,97.09624025,8.738661623,0,Monday,2020,2,WEB
101,M,430.2986217,2020-01-25,10,,Toluca,Fsica,26000,43,Aceptada,False,0.0,4.302986217,0,Saturday,2020,4,WEB
102,F,766.5625458,2020-01-28,19,Restaurante,Merida,Fsica,25000,33,Aceptada,True,0.0,7.665625458,0,Tuesday,2020,2,%%
104,F,831.403411,2020-01-26,20,Restaurante,Toluca,Virtual,99000,39,Aceptada,False,0.0,16.62806822,0,Sunday,2020,4,ANDROID
104,F,618.8919654,2020-01-25,21,,Toluca,Fsica,99000,39,Rechazada,False,0.0,6.188919654,0,Saturday,2020,2,WEB
104,F,660.2527629,2020-01-27,1,MPago,Toluca,Virtual,99000,39,En proceso,False,132.0505526,10.56404421,0,Monday,2020,1,","
106,F,39.94232449,2020-01-28,18,,,Fsica,29000,63,Aceptada,False,3.994232449,0.35948092,0,Tuesday,2020,1,%%
106,F,237.284397,2020-01-23,21,Abarrotes,,Fsica,29000,63,Aceptada,False,0.0,2.37284397,0,Thursday,2020,1,WEB
106,F,111.0254123,2020-01-28,1,Abarrotes,,Fsica,29000,63,Aceptada,False,0.0,1.110254123,0,Tuesday,2020,3,","
107,F,799.2127403,2020-01-25,15,Super,Merida,Fsica,32000,44,Aceptada,False,0.0,7.992127403,0,Saturday,2020,2,WEB
107,F,967.1733895,2020-01-25,16,Abarrotes,Merida,Fsica,32000,44,Rechazada,False,96.71733895,8.704560505,0,Saturday,2020,1,WEB
107,F,846.9350907,2020-01-26,13,MPago,Merida,Fsica,32000,44,Rechazada,False,0.0,8.469350907,0,Sunday,2020,4,WEB
108,--,642.4409703,2020-01-30,15,Abarrotes,Merida,Fsica,69000,62,Aceptada,False,0.0,6.424409703,0,Thursday,2020,3,ANDROID
109,M,946.2275811,2020-01-26,18,Super,,Fsica,40000,35,En proceso,False,0.0,9.462275811,0,Sunday,2020,5,ANDROID
110,M,219.9828016,2020-01-28,15,,,Virtual,53000,43,Aceptada,False,21.99828016,3.959690429,0,Tuesday,2020,2,","
110,M,240.6680553,2020-01-25,16,Farmacia,,Fsica,53000,43,En proceso,False,24.06680553,2.166012498,0,Saturday,2020,5,ANDROID
110,M,513.8330403,2020-01-30,3,Abarrotes,,Virtual,53000,43,Aceptada,False,51.38330403,9.248994725,0,Thursday,2020,4,%%
