ID_USER,FRAUD_SCORE,VARIABLES,THRESHOLD,FECHA,IS_FRAUD
13,0.26354986,"{'GENERO': '--', 'OS': 'ANDROID', 'DIA_DE_LA_SEMANA': 'Monday', 'ESTABLECIMIENTO': 'Farmacia', 'CIUDAD': 'Merida', 'TIPO_TC': 'Fsica', 'MONTO': 86.32159086, 'HORA': 13, 'DEVICE_SCORE': 1, 'LINEA_TC': 34000, 'INTERES_TC': 48, 'DCTO': 8.632159086, 'CASHBACK': 0.776894318, 'IS_PRIME': True}",0.952,2020-01-27,False
14,0.23712392,"{'GENERO': 'M', 'OS': 'ANDROID', 'DIA_DE_LA_SEMANA': 'Saturday', 'ESTABLECIMIENTO': 'MPago', 'CIUDAD': 'Toluca', 'TIPO_TC': 'Fsica', 'MONTO': 670.9361402, 'HORA': 22, 'DEVICE_SCORE': 2, 'LINEA_TC': 67000, 'INTERES_TC': 35, 'DCTO': 0.0, 'CASHBACK': 6.709361402, 'IS_PRIME': False}",0.952,2020-01-25,False
14,0.78930247,"{'GENERO': 'M', 'OS': ',', 'DIA_DE_LA_SEMANA': 'Tuesday', 'ESTABLECIMIENTO': nan, 'CIUDAD': 'Toluca', 'TIPO_TC': 'Fsica', 'MONTO': 415.5992852, 'HORA': 8, 'DEVICE_SCORE': 3, 'LINEA_TC': 67000, 'INTERES_TC': 35, 'DCTO': 83.11985703, 'CASHBACK': 3.324794281, 'IS_PRIME': False}",0.952,2020-01-28,False
14,0.66298527,"{'GENERO': 'M', 'OS': '%%', 'DIA_DE_LA_SEMANA': 'Wednesday', 'ESTABLECIMIENTO': 'Abarrotes', 'CIUDAD': 'Toluca', 'TIPO_TC': 'Fsica', 'MONTO': 712.338018, 'HORA': 16, 'DEVICE_SCORE': 5, 'LINEA_TC': 67000, 'INTERES_TC': 35, 'DCTO': 0.0, 'CASHBACK': 7.12338018, 'IS_PRIME': False}",0.952,2020-01-29,False
15,0.4135355,"{'GENERO': 'M', 'OS': '%%', 'DIA_DE_LA_SEMANA': 'Thursday', 'ESTABLECIMIENTO': 'Super', 'CIUDAD': 'Toluca', 'TIPO_TC': 'Fsica', 'MONTO': 893.4629686, 'HORA': 4, 'DEVICE_SCORE': 5, 'LINEA_TC': 87000, 'INTERES_TC': 43, 'DCTO': 0.0, 'CASHBACK': 8.934629686, 'IS_PRIME': False}",0.952,2020-01-30,False
16,0.5796734,"{'GENERO': 'M', 'OS': ',', 'DIA_DE_LA_SEMANA': 'Sunday', 'ESTABLECIMIENTO': 'Restaurante', 'CIUDAD': nan, 'TIPO_TC': 'Fsica', 'MONTO': 346.047056, 'HORA': 16, 'DEVICE_SCORE': 5, 'LINEA_TC': 67000, 'INTERES_TC': 46, 'DCTO': 0.0, 'CASHBACK': 3.46047056, 'IS_PRIME': False}",0.952,2020-01-26,False
18,0.47634724,"{'GENERO': 'M', 'OS': 'ANDROID', 'DIA_DE_LA_SEMANA': 'Thursday', 'ESTABLECIMIENTO': 'Restaurante', 'CIUDAD': 'Merida', 'TIPO_TC': 'Fsica', 'MONTO': 749.22238, 'HORA': 21, 'DEVICE_SCORE': 3, 'LINEA_TC': 65000, 'INTERES_TC': 57, 'DCTO': 0.0, 'CASHBACK': 7.4922238, 'IS_PRIME': False}",0.952,2020-01-23,False
19,0.71961045,"{'GENERO': 'F', 'OS': ',', 'DIA_DE_LA_SEMANA': 'Wednesday', 'ESTABLECIMIENTO': 'Abarrotes', 'CIUDAD': nan, 'TIPO_TC': 'Fsica', 'MONTO': 962.2321431, 'HORA': 11, 'DEVICE_SCORE': 1, 'LINEA_TC': 28000, 'INTERES_TC': 42, 'DCTO': 0.0, 'CASHBACK': 9.622321431, 'IS_PRIME': False}",0.952,2020-01-29,False
19,0.81446284,"{'GENERO': 'F', 'OS': '%%', 'DIA_DE_LA_SEMANA': 'Thursday', 'ESTABLECIMIENTO': nan, 'CIUDAD': nan, 'TIPO_TC': 'Fsica', 'MONTO': 878.6056021, 'HORA': 7, 'DEVICE_SCORE': 3, 'LINEA_TC': 28000, 'INTERES_TC': 42, 'DCTO': 0.0, 'CASHBACK': 8.786056021, 'IS_PRIME': False}",0.952,2020-01-30,False
19,0.26939607,"{'GENERO': 'F', 'OS': 'ANDROID', 'DIA_DE_LA_SEMANA': 'Saturday', 'ESTABLECIMIENTO': 'Super', 'CIUDAD': nan, 'TIPO_TC': 'Fsica', 'MONTO': 567.3371532, 'HORA': 23, 'DEVICE_SCORE': 2, 'LINEA_TC': 28000, 'INTERES_TC': 42, 'DCTO': 0.0, 'CASHBACK': 5.673371532, 'IS_PRIME': False}",0.952,2020-01-25,False
19,0.53413886,"{'GENERO': 'F', 'OS': 'ANDROID', 'DIA_DE_LA_SEMANA': 'Saturday', 'ESTABLECIMIENTO': 'Super', 'CIUDAD': nan, 'TIPO_TC': 'Virtual', 'MONTO': 407.0349166, 'HORA': 8, 'DEVICE_SCORE': 4, 'LINEA_TC': 28000, 'INTERES_TC': 42, 'DCTO': 0.0, 'CASHBACK': 8.140698332, 'IS_PRIME': False}",0.952,2020-01-25,False
19,0.52232504,"{'GENERO': 'F', 'OS': 'ANDROID', 'DIA_DE_LA_SEMANA': 'Friday', 'ESTABLECIMIENTO': 'Abarrotes', 'CIUDAD': nan, 'TIPO_TC': 'Virtual', 'MONTO': 428.5217574, 'HORA': 22, 'DEVICE_SCORE': 2, 'LINEA_TC': 28000, 'INTERES_TC': 42, 'DCTO': 0.0, 'CASHBACK': 8.570435149, 'IS_PRIME': False}",0.952,2020-01-24,False
19,0.15274206,"{'GENERO': 'F', 'OS': ',', 'DIA_DE_LA_SEMANA': 'Tuesday', 'ESTABLECIMIENTO': 'Farmacia', 'CIUDAD': nan, 'TIPO_TC': 'Fsica', 'MONTO': 490.1165458, 'HORA': 12, 'DEVICE_SCORE': 5, 'LINEA_TC': 28000, 'INTERES_TC': 42, 'DCTO': 0.0, 'CASHBACK': 4.901165458, 'IS_PRIME': False}",0.952,2020-01-28,False
19,0.4142948,"{'GENERO': 'F', 'OS': 'ANDROID', 'DIA_DE_LA_SEMANA': 'Tuesday', 'ESTABLECIMIENTO': 'MPago', 'CIUDAD': nan, 'TIPO_TC': 'Fsica', 'MONTO': 186.3823064, 'HORA': 1, 'DEVICE_SCORE': 3, 'LINEA_TC': 28000, 'INTERES_TC': 42, 'DCTO': 0.0, 'CASHBACK': 1.863823064, 'IS_PRIME': False}",0.952,2020-01-28,False
20,0.09787605,"{'GENERO': 'F', 'OS': 'ANDROID', 'DIA_DE_LA_SEMANA': 'Saturday', 'ESTABLECIMIENTO': 'Farmacia', 'CIUDAD': nan, 'TIPO_TC': 'Virtual', 'MONTO': 289.7266305, 'HORA': 1, 'DEVICE_SCORE': 2, 'LINEA_TC': 27000, 'INTERES_TC': 46, 'DCTO': 0.0, 'CASHBACK': 5.794532611, 'IS_PRIME': True}",0.952,2020-01-25,False
21,0.3851736,"{'GENERO': 'M', 'OS': ',', 'DIA_DE_LA_SEMANA': 'Friday', 'ESTABLECIMIENTO': 'Restaurante', 'CIUDAD': 'Monterrey', 'TIPO_TC': 'Virtual', 'MONTO': 737.3401792, 'HORA': 20, 'DEVICE_SCORE': 1, 'LINEA_TC': 99000, 'INTERES_TC': 45, 'DCTO': 0.0, 'CASHBACK': 14.74680358, 'IS_PRIME': False}",0.952,2020-01-24,False
21,0.38002107,"{'GENERO': 'M', 'OS': 'ANDROID', 'DIA_DE_LA_SEMANA': 'Saturday', 'ESTABLECIMIENTO': 'MPago', 'CIUDAD': 'Monterrey', 'TIPO_TC': 'Fsica', 'MONTO': 313.8716797, 'HORA': 6, 'DEVICE_SCORE': 2, 'LINEA_TC': 99000, 'INTERES_TC': 45, 'DCTO': 0.0, 'CASHBACK': 3.138716797, 'IS_PRIME': False}",0.952,2020-01-25,False
21,0.047092307,"{'GENERO': 'M', 'OS': '%%', 'DIA_DE_LA_SEMANA': 'Tuesday', 'ESTABLECIMIENTO': 'Farmacia', 'CIUDAD': 'Monterrey', 'TIPO_TC': 'Virtual', 'MONTO': 283.2662307, 'HORA': 4, 'DEVICE_SCORE': 1, 'LINEA_TC': 99000, 'INTERES_TC': 45, 'DCTO': 0.0, 'CASHBACK': 5.665324613, 'IS_PRIME': False}",0.952,2020-01-28,False
22,0.23649494,"{'GENERO': 'M', 'OS': ',', 'DIA_DE_LA_SEMANA': 'Tuesday', 'ESTABLECIMIENTO': nan, 'CIUDAD': 'Merida', 'TIPO_TC': 'Virtual', 'MONTO': 761.3511412, 'HORA': 18, 'DEVICE_SCORE': 1, 'LINEA_TC': 73000, 'INTERES_TC': 40, 'DCTO': 76.13511412, 'CASHBACK': 13.70432054, 'IS_PRIME': False}",0.952,2020-01-28,False
26,0.4741237,"{'GENERO': 'M', 'OS': '%%', 'DIA_DE_LA_SEMANA': 'Wednesday', 'ESTABLECIMIENTO': nan, 'CIUDAD': 'Monterrey', 'TIPO_TC': 'Virtual', 'MONTO': 959.3842695, 'HORA': 20, 'DEVICE_SCORE': 3, 'LINEA_TC': 50000, 'INTERES_TC': 32, 'DCTO': 0.0, 'CASHBACK': 19.18768539, 'IS_PRIME': False}",0.952,2020-01-29,False
27,0.75692534,"{'GENERO': 'F', 'OS': 'ANDROID', 'DIA_DE_LA_SEMANA': 'Saturday', 'ESTABLECIMIENTO': 'Farmacia', 'CIUDAD': nan, 'TIPO_TC': 'Fsica', 'MONTO': 881.9959251, 'HORA': 12, 'DEVICE_SCORE': 4, 'LINEA_TC': 73000, 'INTERES_TC': 58, 'DCTO': 176.399185, 'CASHBACK': 7.055967401, 'IS_PRIME': False}",0.952,2020-01-25,False
28,0.82333523,"{'GENERO': 'F', 'OS': ',', 'DIA_DE_LA_SEMANA': 'Friday', 'ESTABLECIMIENTO': nan, 'CIUDAD': nan, 'TIPO_TC': 'Virtual', 'MONTO': 132.3642777, 'HORA': 8, 'DEVICE_SCORE': 2, 'LINEA_TC': 46000, 'INTERES_TC': 38, 'DCTO': 13.23642777, 'CASHBACK': 2.382556998, 'IS_PRIME': True}",0.952,2020-01-24,False
28,0.8068396,"{'GENERO': 'F', 'OS': 'ANDROID', 'DIA_DE_LA_SEMANA': 'Thursday', 'ESTABLECIMIENTO': nan, 'CIUDAD': nan, 'TIPO_TC': 'Virtual', 'MONTO': 174.838368, 'HORA': 10, 'DEVICE_SCORE': 4, 'LINEA_TC': 46000, 'INTERES_TC': 38, 'DCTO': 17.4838368, 'CASHBACK': 3.147090623, 'IS_PRIME': True}",0.952,2020-01-30,False
28,0.6842986,"{'GENERO': 'F', 'OS': 'WEB', 'DIA_DE_LA_SEMANA': 'Thursday', 'ESTABLECIMIENTO': 'Farmacia', 'CIUDAD': nan, 'TIPO_TC': 'Fsica', 'MONTO': 14.50330966, 'HORA': 6, 'DEVICE_SCORE': 3, 'LINEA_TC': 46000, 'INTERES_TC': 38, 'DCTO': 1.450330966, 'CASHBACK': 0.130529787, 'IS_PRIME': True}",0.952,2020-01-30,False
28,0.614015,"{'GENERO': 'F', 'OS': 'WEB', 'DIA_DE_LA_SEMANA': 'Thursday', 'ESTABLECIMIENTO': 'Restaurante', 'CIUDAD': nan, 'TIPO_TC': 'Fsica', 'MONTO': 140.7517963, 'HORA': 5, 'DEVICE_SCORE': 4, 'LINEA_TC': 46000, 'INTERES_TC': 38, 'DCTO': 0.0, 'CASHBACK': 1.407517963, 'IS_PRIME': True}",0.952,2020-01-30,False
28,0.78626215,"{'GENERO': 'F', 'OS': 'ANDROID', 'DIA_DE_LA_SEMANA': 'Thursday', 'ESTABLECIMIENTO': 'Restaurante', 'CIUDAD': nan, 'TIPO_TC': 'Virtual', 'MONTO': 557.697458, 'HORA': 6, 'DEVICE_SCORE': 2, 'LINEA_TC': 46000, 'INTERES_TC': 38, 'DCTO': 0.0, 'CASHBACK': 11.15394916, 'IS_PRIME': True}",0.952,2020-01-30,False
28,0.26959375,"{'GENERO': 'F', 'OS': '%%', 'DIA_DE_LA_SEMANA': 'Monday', 'ESTABLECIMIENTO': nan, 'CIUDAD': nan, 'TIPO_TC': 'Virtual', 'MONTO': 350.0045899, 'HORA': 6, 'DEVICE_SCORE': 3, 'LINEA_TC': 46000, 'INTERES_TC': 38, 'DCTO': 35.00045899, 'CASHBACK': 6.300082619, 'IS_PRIME': True}",0.952,2020-01-27,False
28,0.51617354,"{'GENERO': 'F', 'OS': 'WEB', 'DIA_DE_LA_SEMANA': 'Monday', 'ESTABLECIMIENTO': 'Farmacia', 'CIUDAD': nan, 'TIPO_TC': 'Fsica', 'MONTO': 542.380919, 'HORA': 4, 'DEVICE_SCORE': 1, 'LINEA_TC': 46000, 'INTERES_TC': 38, 'DCTO': 0.0, 'CASHBACK': 5.42380919, 'IS_PRIME': True}",0.952,2020-01-27,False
28,0.50869167,"{'GENERO': 'F', 'OS': 'ANDROID', 'DIA_DE_LA_SEMANA': 'Friday', 'ESTABLECIMIENTO': 'Farmacia', 'CIUDAD': nan, 'TIPO_TC': 'Virtual', 'MONTO': 651.1433538, 'HORA': 18, 'DEVICE_SCORE': 5, 'LINEA_TC': 46000, 'INTERES_TC': 38, 'DCTO': 0.0, 'CASHBACK': 13.02286708, 'IS_PRIME': True}",0.952,2020-01-24,False
28,0.8855191,"{'GENERO': 'F', 'OS': 'WEB', 'DIA_DE_LA_SEMANA': 'Wednesday', 'ESTABLECIMIENTO': 'Restaurante', 'CIUDAD': nan, 'TIPO_TC': 'Fsica', 'MONTO': 15.93006372, 'HORA': 18, 'DEVICE_SCORE': 5, 'LINEA_TC': 46000, 'INTERES_TC': 38, 'DCTO': 0.0, 'CASHBACK': 0.159300637, 'IS_PRIME': True}",0.952,2020-01-29,False
33,0.7683657,"{'GENERO': '--', 'OS': '%%', 'DIA_DE_LA_SEMANA': 'Wednesday', 'ESTABLECIMIENTO': 'MPago', 'CIUDAD': 'Guadalajara', 'TIPO_TC': 'Fsica', 'MONTO': 427.172143, 'HORA': 2, 'DEVICE_SCORE': 5, 'LINEA_TC': 81000, 'INTERES_TC': 50, 'DCTO': 0.0, 'CASHBACK': 4.27172143, 'IS_PRIME': False}",0.952,2020-01-29,False
34,0.103239246,"{'GENERO': 'F', 'OS': '%%', 'DIA_DE_LA_SEMANA': 'Saturday', 'ESTABLECIMIENTO': 'Super', 'CIUDAD': 'Toluca', 'TIPO_TC': 'Virtual', 'MONTO': 186.1349966, 'HORA': 14, 'DEVICE_SCORE': 5, 'LINEA_TC': 27000, 'INTERES_TC': 50, 'DCTO': 0.0, 'CASHBACK': 3.722699931, 'IS_PRIME': False}",0.952,2020-01-25,False
34,0.41396126,"{'GENERO': 'F', 'OS': ',', 'DIA_DE_LA_SEMANA': 'Wednesday', 'ESTABLECIMIENTO': 'Farmacia', 'CIUDAD': 'Toluca', 'TIPO_TC': 'Virtual', 'MONTO': 36.79599962, 'HORA': 14, 'DEVICE_SCORE': 1, 'LINEA_TC': 27000, 'INTERES_TC': 50, 'DCTO': 3.679599962, 'CASHBACK': 0.662327993, 'IS_PRIME': False}",0.952,2020-01-29,False
34,0.43171415,"{'GENERO': 'F', 'OS': ',', 'DIA_DE_LA_SEMANA': 'Saturday', 'ESTABLECIMIENTO': 'MPago', 'CIUDAD': 'Toluca', 'TIPO_TC': 'Fsica', 'MONTO': 701.6852871, 'HORA': 23, 'DEVICE_SCORE': 5, 'LINEA_TC': 27000, 'INTERES_TC': 50, 'DCTO': 0.0, 'CASHBACK': 7.016852871, 'IS_PRIME': False}",0.952,2020-01-25,False
34,0.47101977,"{'GENERO': 'F', 'OS': ',', 'DIA_DE_LA_SEMANA': 'Monday', 'ESTABLECIMIENTO': 'Restaurante', 'CIUDAD': 'Toluca', 'TIPO_TC': 'Fsica', 'MONTO': 973.5972005, 'HORA': 7, 'DEVICE_SCORE': 1, 'LINEA_TC': 27000, 'INTERES_TC': 50, 'DCTO': 0.0, 'CASHBACK': 9.735972005, 'IS_PRIME': False}",0.952,2020-01-27,False
34,0.51677936,"{'GENERO': 'F', 'OS': 'WEB', 'DIA_DE_LA_SEMANA': 'Sunday', 'ESTABLECIMIENTO': nan, 'CIUDAD': 'Toluca', 'TIPO_TC': 'Virtual', 'MONTO': 367.7801121, 'HORA': 19, 'DEVICE_SCORE': 3, 'LINEA_TC': 27000, 'INTERES_TC': 50, 'DCTO': 36.77801121, 'CASHBACK': 6.620042019, 'IS_PRIME': False}",0.952,2020-01-26,False
34,0.40076134,"{'GENERO': 'F', 'OS': 'WEB', 'DIA_DE_LA_SEMANA': 'Monday', 'ESTABLECIMIENTO': 'Abarrotes', 'CIUDAD': 'Toluca', 'TIPO_TC': 'Fsica', 'MONTO': 405.1222201, 'HORA': 6, 'DEVICE_SCORE': 5, 'LINEA_TC': 27000, 'INTERES_TC': 50, 'DCTO': 0.0, 'CASHBACK': 4.051222201, 'IS_PRIME': False}",0.952,2020-01-27,False
34,0.21417826,"{'GENERO': 'F', 'OS': 'ANDROID', 'DIA_DE_LA_SEMANA': 'Thursday', 'ESTABLECIMIENTO': 'Super', 'CIUDAD': 'Toluca', 'TIPO_TC': 'Fsica', 'MONTO': 332.3329744, 'HORA': 16, 'DEVICE_SCORE': 4, 'LINEA_TC': 27000, 'INTERES_TC': 50, 'DCTO': 33.23329744, 'CASHBACK': 2.99099677, 'IS_PRIME': False}",0.952,2020-01-23,False
36,0.36827618,"{'GENERO': 'M', 'OS': 'ANDROID', 'DIA_DE_LA_SEMANA': 'Monday', 'ESTABLECIMIENTO': 'Super', 'CIUDAD': nan, 'TIPO_TC': 'Fsica', 'MONTO': 567.5750555, 'HORA': 9, 'DEVICE_SCORE': 1, 'LINEA_TC': 94000, 'INTERES_TC': 42, 'DCTO': 0.0, 'CASHBACK': 5.675750555, 'IS_PRIME': False}",0.952,2020-01-27,False
36,0.5047624,"{'GENERO': 'M', 'OS': 'WEB', 'DIA_DE_LA_SEMANA': 'Friday', 'ESTABLECIMIENTO': nan, 'CIUDAD': nan, 'TIPO_TC': 'Fsica', 'MONTO': 703.7757208, 'HORA': 12, 'DEVICE_SCORE': 1, 'LINEA_TC': 94000, 'INTERES_TC': 42, 'DCTO': 70.37757208, 'CASHBACK': 6.333981487, 'IS_PRIME': False}",0.952,2020-01-24,False
36,0.82357764,"{'GENERO': 'M', 'OS': 'WEB', 'DIA_DE_LA_SEMANA': 'Thursday', 'ESTABLECIMIENTO': 'Abarrotes', 'CIUDAD': nan, 'TIPO_TC': 'Fsica', 'MONTO': 612.3289174, 'HORA': 14, 'DEVICE_SCORE': 3, 'LINEA_TC': 94000, 'INTERES_TC': 42, 'DCTO': 61.23289174, 'CASHBACK': 5.510960257, 'IS_PRIME': False}",0.952,2020-01-23,False
36,0.2496977,"{'GENERO': 'M', 'OS': 'WEB', 'DIA_DE_LA_SEMANA': 'Monday', 'ESTABLECIMIENTO': 'Restaurante', 'CIUDAD': nan, 'TIPO_TC': 'Fsica', 'MONTO': 923.7379274, 'HORA': 2, 'DEVICE_SCORE': 4, 'LINEA_TC': 94000, 'INTERES_TC': 42, 'DCTO': 0.0, 'CASHBACK': 9.237379274, 'IS_PRIME': False}",0.952,2020-01-27,False
36,0.41928458,"{'GENERO': 'M', 'OS': 'ANDROID', 'DIA_DE_LA_SEMANA': 'Tuesday', 'ESTABLECIMIENTO': 'Farmacia', 'CIUDAD': nan, 'TIPO_TC': 'Fsica', 'MONTO': 49.32154844, 'HORA': 4, 'DEVICE_SCORE': 1, 'LINEA_TC': 94000, 'INTERES_TC': 42, 'DCTO': 0.0, 'CASHBACK': 0.493215484, 'IS_PRIME': False}",0.952,2020-01-28,False
