MONTO,HORA,DEVICE_SCORE,LINEA_TC,INTERES_TC,DCTO,CASHBACK,IS_PRIME,FRAUDE,GENERO_F,GENERO_M,OS_WEB,OS_ANDROID,OS_OTHER,DIA_DE_LA_SEMANA_MONDAY,DIA_DE_LA_SEMANA_TUESDAY,DIA_DE_LA_SEMANA_WEDNESDAY,DIA_DE_LA_SEMANA_THURSDAY,DIA_DE_LA_SEMANA_FRIDAY,DIA_DE_LA_SEMANA_SATURDAY,DIA_DE_LA_SEMANA_SUNDAY,ESTABLECIMIENTO_RESTAURANTE,ESTABLECIMIENTO_ABARROTES,ESTABLECIMIENTO_SUPER,ESTABLECIMIENTO_MPAGO,ESTABLECIMIENTO_FARMACIA,ESTABLECIMIENTO_OTHER,CIUDAD_TOLUCA,CIUDAD_GUADALAJARA,CIUDAD_MERIDA,CIUDAD_MONTERREY,CIUDAD_OTHER,TIPO_TC_FSICA,TIPO_TC_VIRTUAL
587.2908217,4.0,1.0,76000.0,35.0,0.0,5.872908217,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
746.2080615,18.0,3.0,62000.0,58.0,0.0,7.462080615,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
233.0143055,20.0,4.0,94000.0,54.0,0.0,2.330143055,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
173.5323186,20.0,1.0,83000.0,34.0,0.0,1.735323186,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
121.0455886,7.0,1.0,51000.0,42.0,12.10455886,2.178820594,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
677.9028054,17.0,3.0,69000.0,45.0,0.0,6.779028054,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
796.3370319,7.0,3.0,48000.0,32.0,79.63370319,7.167033287,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
856.6054275,14.0,3.0,71000.0,42.0,85.66054275,7.709448848,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0
477.2864074,6.0,3.0,50000.0,58.0,0.0,4.772864074,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
277.4933671,14.0,4.0,44000.0,47.0,0.0,5.549867342,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
993.5667902,3.0,5.0,79000.0,62.0,0.0,19.8713358,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
152.8998048,13.0,5.0,49000.0,51.0,0.0,3.057996096,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
61.90524947,8.0,5.0,70000.0,38.0,6.190524947,0.557147245,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
623.3377409,4.0,1.0,62000.0,52.0,0.0,6.233377409,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
940.5459373,20.0,3.0,70000.0,41.0,0.0,9.405459373,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
642.9116447,17.0,1.0,53000.0,48.0,0.0,12.85823289,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
883.5022988,17.0,3.0,70000.0,49.0,88.35022988,15.90304138,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
897.2022166,19.0,4.0,90000.0,45.0,89.72022166,16.1496399,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
601.3948937,4.0,1.0,37000.0,34.0,0.0,6.013948937,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0
942.3731041,20.0,2.0,35000.0,62.0,0.0,9.423731041,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
842.3158701,11.0,2.0,97000.0,42.0,84.23158701,7.580842831,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
446.9719844,14.0,2.0,62000.0,39.0,0.0,4.469719844,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
314.1248028,15.0,3.0,25000.0,63.0,0.0,3.141248028,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
744.7174404,7.0,4.0,53000.0,61.0,0.0,7.447174404,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
518.4348592,1.0,1.0,95000.0,60.0,51.84348592,4.665913733,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0
135.3302642,13.0,4.0,55000.0,54.0,0.0,2.706605284,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
646.8117629,15.0,5.0,78000.0,63.0,0.0,6.468117629,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
68.23502668,16.0,2.0,47000.0,33.0,0.0,0.682350267,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
376.3062508,7.0,1.0,58000.0,54.0,0.0,3.763062508,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
836.7621529,15.0,3.0,53000.0,59.0,83.67621529,7.530859376,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
556.9218342,14.0,1.0,45000.0,53.0,0.0,5.569218342,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
744.4987825,13.0,3.0,88000.0,61.0,0.0,7.444987825,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0
235.5771592,9.0,3.0,75000.0,54.0,23.55771592,2.120194433,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0
549.694558,7.0,1.0,64000.0,48.0,0.0,5.49694558,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
804.6269189,9.0,2.0,25000.0,53.0,0.0,8.046269189,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
293.7278536,4.0,1.0,59000.0,42.0,29.37278536,2.643550682,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0
425.1427835,8.0,4.0,45000.0,40.0,0.0,4.251427835,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
419.7467801,8.0,5.0,63000.0,37.0,0.0,4.197467801,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
649.3179437,1.0,5.0,58000.0,36.0,0.0,6.493179437,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
972.4029827,14.0,5.0,66000.0,47.0,0.0,9.724029827,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
522.788846,15.0,5.0,83000.0,55.0,0.0,5.22788846,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
867.2953246,21.0,5.0,77000.0,49.0,0.0,17.34590649,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1
146.5848912,14.0,5.0,95000.0,56.0,0.0,1.465848912,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
874.8382943,4.0,1.0,45000.0,32.0,0.0,8.748382943,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
951.5279758,8.0,5.0,61000.0,48.0,95.15279758,8.563751782,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
384.1223745,10.0,3.0,91000.0,55.0,0.0,7.68244749,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
15.11877383,3.0,5.0,47000.0,40.0,0.0,0.151187738,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
975.6251232,22.0,4.0,60000.0,50.0,195.1250246,7.805000985,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
858.1840882,4.0,1.0,64000.0,46.0,0.0,8.581840882,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
719.5226302,13.0,5.0,68000.0,32.0,0.0,7.195226302,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
863.0750735,13.0,2.0,96000.0,43.0,86.30750735,7.767675661,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
437.0839778,3.0,4.0,78000.0,44.0,0.0,8.741679556,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
939.0036637,9.0,5.0,78000.0,59.0,0.0,18.78007327,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
378.2153532,5.0,1.0,44000.0,33.0,37.82153532,3.403938179,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
728.8200325,7.0,1.0,65000.0,41.0,0.0,7.288200325,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
404.3658017,17.0,1.0,91000.0,41.0,0.0,4.043658017,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
840.5728098,2.0,2.0,93000.0,64.0,0.0,16.8114562,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
880.2151083,11.0,4.0,76000.0,46.0,88.02151083,15.84387195,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
547.2374032,7.0,4.0,87000.0,50.0,0.0,5.472374032,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
625.099483,18.0,1.0,46000.0,56.0,62.5099483,5.625895347,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
784.4739108,1.0,2.0,41000.0,41.0,0.0,7.844739108,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
548.1380447,2.0,5.0,97000.0,57.0,0.0,10.96276089,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
837.4463622,11.0,5.0,78000.0,61.0,0.0,16.74892724,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
652.571731,8.0,2.0,46000.0,51.0,0.0,6.52571731,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
597.7640966,2.0,4.0,46000.0,54.0,0.0,11.95528193,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
291.2778419,13.0,4.0,65000.0,53.0,0.0,2.912778419,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
662.2929586,12.0,4.0,49000.0,64.0,66.22929586,5.960636627,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
256.6492346,23.0,1.0,25000.0,47.0,0.0,5.132984692,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
928.1576218,15.0,4.0,91000.0,34.0,185.6315244,7.425260974,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
994.2359116,22.0,2.0,87000.0,51.0,0.0,9.942359116,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
29.75723921,4.0,5.0,51000.0,36.0,2.975723921,0.267815153,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
340.344151,10.0,1.0,75000.0,52.0,34.0344151,6.126194718,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
351.9063313,7.0,1.0,76000.0,47.0,0.0,3.519063313,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0
774.55014,8.0,4.0,51000.0,46.0,0.0,7.7455014,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
976.3313818,21.0,4.0,73000.0,40.0,0.0,19.52662764,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
667.6536331,12.0,3.0,35000.0,62.0,0.0,13.35307266,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
74.69693454,1.0,1.0,95000.0,58.0,7.469693454,0.672272411,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
142.9380059,3.0,2.0,29000.0,63.0,0.0,2.858760118,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
983.4000624,8.0,2.0,50000.0,64.0,0.0,9.834000624,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
22.74990915,6.0,2.0,58000.0,44.0,0.0,0.227499092,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
753.4065488,11.0,2.0,91000.0,40.0,0.0,7.534065488,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
290.9604987,7.0,3.0,27000.0,50.0,29.09604987,5.237288976,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1
193.6913718,4.0,1.0,84000.0,57.0,0.0,1.936913718,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
567.2976723,2.0,1.0,33000.0,37.0,113.4595345,4.538381378,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
73.90362381,6.0,3.0,84000.0,59.0,0.0,0.739036238,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
860.5799825,14.0,1.0,58000.0,44.0,0.0,8.605799825,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
940.5769673,21.0,2.0,41000.0,41.0,0.0,9.405769673,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
733.1543562,1.0,3.0,88000.0,55.0,73.31543562,13.19677841,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
917.0466513,4.0,4.0,61000.0,43.0,183.4093303,7.336373211,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0
338.0822637,8.0,1.0,38000.0,48.0,0.0,3.380822637,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
247.7035646,7.0,2.0,33000.0,40.0,24.77035646,4.458664162,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
259.084586,6.0,1.0,43000.0,45.0,0.0,5.18169172,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
460.1556106,8.0,1.0,31000.0,38.0,0.0,4.601556106,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
726.5706243,2.0,5.0,30000.0,57.0,0.0,7.265706243,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
268.2997506,23.0,3.0,99000.0,39.0,0.0,2.682997506,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
957.7460326,12.0,1.0,39000.0,47.0,95.77460326,8.619714293,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
694.5324669,19.0,2.0,29000.0,64.0,0.0,13.89064934,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
359.300656,15.0,1.0,45000.0,34.0,35.9300656,3.233705904,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
315.8454418,6.0,3.0,98000.0,41.0,0.0,3.158454418,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
684.9622867,6.0,2.0,67000.0,42.0,68.49622867,6.164660581,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
932.3296759,8.0,2.0,74000.0,50.0,0.0,18.64659352,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
284.6544477,9.0,3.0,35000.0,50.0,0.0,2.846544477,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
950.6125139,22.0,4.0,49000.0,46.0,0.0,9.506125139,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
851.8677949,8.0,2.0,88000.0,51.0,0.0,17.0373559,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
808.9482167,1.0,2.0,45000.0,62.0,80.89482167,14.5610679,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
944.3685507,18.0,3.0,91000.0,46.0,0.0,9.443685507,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0
707.5071857,23.0,4.0,80000.0,37.0,0.0,14.15014371,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
463.6416724,8.0,4.0,47000.0,56.0,0.0,4.636416724,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
984.9591166,22.0,1.0,80000.0,55.0,98.49591166,17.7292641,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
394.0115063,8.0,2.0,68000.0,39.0,0.0,3.940115063,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
965.3483784,23.0,3.0,75000.0,36.0,0.0,9.653483784,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
938.8430779,10.0,2.0,53000.0,35.0,93.88430779,8.449587701,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
49.9538222,4.0,1.0,51000.0,53.0,0.0,0.499538222,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
139.3089233,17.0,2.0,88000.0,50.0,0.0,2.786178467,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
209.5662266,17.0,4.0,83000.0,34.0,0.0,2.095662266,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
230.5270851,9.0,5.0,90000.0,33.0,0.0,2.305270851,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
705.9808396,21.0,4.0,76000.0,39.0,0.0,7.059808396,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
491.684108,6.0,4.0,64000.0,58.0,49.1684108,4.425156972,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0
437.3629083,5.0,2.0,26000.0,55.0,0.0,4.373629083,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
237.2164186,14.0,2.0,33000.0,37.0,23.72164186,2.134947767,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
638.398906,21.0,4.0,28000.0,47.0,127.6797812,5.107191248,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
680.1757386,1.0,1.0,45000.0,35.0,0.0,13.60351477,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
563.4876317,5.0,4.0,97000.0,50.0,0.0,5.634876317,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
679.3317894,1.0,5.0,54000.0,33.0,0.0,6.793317894,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
730.2291285,19.0,2.0,54000.0,36.0,146.0458257,5.841833028,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0
857.9593445,13.0,3.0,54000.0,55.0,0.0,8.579593445,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
56.19246439,3.0,5.0,97000.0,44.0,0.0,1.123849288,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
87.40973673,18.0,5.0,93000.0,46.0,0.0,1.748194735,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1
601.6167212,21.0,2.0,96000.0,59.0,60.16167212,10.82910098,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
513.7467997,23.0,4.0,28000.0,58.0,0.0,5.137467997,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0
876.7366922,7.0,4.0,84000.0,38.0,0.0,17.53473384,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
307.9493698,21.0,2.0,31000.0,34.0,0.0,3.079493698,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0
996.4784908,10.0,4.0,75000.0,55.0,0.0,9.964784908,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
183.6509275,8.0,3.0,95000.0,33.0,18.36509275,1.652858347,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
591.6583596,16.0,4.0,58000.0,57.0,0.0,11.83316719,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
836.0592575,8.0,1.0,54000.0,55.0,0.0,16.72118515,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
